City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Mmathubudukwane,BW,2022-04-18 18:06:36,-24.6,26.4333,67.42,53,48,1.05
293,Plauen,DE,2022-04-18 18:06:37,50.5,12.1333,49.06,45,72,3.0
294,Axim,GH,2022-04-18 18:06:37,4.8699,-2.2405,77.94,88,100,6.91
295,Bowen,AU,2022-04-18 18:06:38,-20.0167,148.2333,69.66,93,8,9.28
296,Sudak,UA,2022-04-18 18:06:38,44.85,34.9667,51.4,87,25,4.83
297,Praia Da Vitoria,PT,2022-04-18 18:06:39,38.7333,-27.0667,61.75,69,72,15.55
298,Sakaraha,MG,2022-04-18 18:06:40,-22.9,44.5333,74.07,73,73,1.28
299,Lobito,AO,2022-04-18 18:06:40,-12.3481,13.5456,78.3,89,99,6.69
300,Pangai,TO,2022-04-18 18:06:41,-19.8,-174.35,81.63,78,77,15.5
301,Novopskov,UA,2022-04-18 18:06:42,49.5464,39.0899,57.87,69,93,9.48
302,Muros,ES,2022-04-18 18:06:42,42.7762,-9.0603,56.84,64,71,16.69
303,Norrtalje,SE,2022-04-18 18:06:43,59.758,18.705,55.58,76,97,3.85
304,Atambua,ID,2022-04-18 18:06:43,-9.1061,124.8925,73.31,89,90,3.33
305,Buchanan,LR,2022-04-18 18:05:21,5.8808,-10.0467,81.73,79,92,6.49
306,Fairbanks,US,2022-04-18 18:06:44,64.8378,-147.7164,32.81,39,0,9.22
307,Kaeo,NZ,2022-04-18 18:06:45,-35.1,173.7833,69.33,98,71,7.7
308,Vardo,NO,2022-04-18 18:06:45,70.3705,31.1107,39.18,81,75,14.97
309,Fort Frances,CA,2022-04-18 18:06:46,48.5999,-93.4003,34.16,77,75,19.57
310,Lisakovsk,KZ,2022-04-18 18:06:46,52.5369,62.4936,50.31,53,14,6.49
311,San Jose,US,2022-04-18 18:05:15,37.3394,-121.895,65.25,50,75,5.99
312,Mwinilunga,ZM,2022-04-18 18:06:47,-11.7358,24.4293,64.15,91,20,3.6
313,Ballarat,AU,2022-04-18 18:06:48,-37.5662,143.8496,53.28,99,100,3.56
314,Ponta Delgada,PT,2022-04-18 18:03:48,37.7333,-25.6667,61.52,67,75,14.97
315,Aksu,CN,2022-04-18 18:06:49,41.1231,80.2644,62.35,14,5,5.26
316,Honningsvag,NO,2022-04-18 18:06:49,70.9821,25.9704,42.55,87,100,26.46
317,Kyra,RU,2022-04-18 18:06:50,49.5776,111.9753,46.15,48,15,3.49
318,Marigot,MF,2022-04-18 18:06:50,18.0667,-63.0833,83.98,60,40,19.57
319,Turukhansk,RU,2022-04-18 18:06:51,65.8167,87.9833,18.54,95,100,13.96
320,Moron,AR,2022-04-18 18:07:52,-34.6534,-58.6198,74.95,61,46,7.99
321,Sirari,TZ,2022-04-18 18:07:53,-1.2333,34.4333,61.99,94,95,10.98
322,Abu Samrah,SY,2022-04-18 18:07:53,35.3029,37.1841,76.93,25,100,4.14
323,Henties Bay,NA,2022-04-18 18:07:54,-22.116,14.2845,65.08,73,34,5.37
324,Geraldton,AU,2022-04-18 18:07:55,-28.7667,114.6,54.01,76,0,4.61
325,Lompoc,US,2022-04-18 18:04:22,34.6391,-120.4579,63.84,67,0,15.99
326,Rio Grande,BR,2022-04-18 18:07:03,-32.035,-52.0986,77.11,63,77,11.83
327,Makakilo City,US,2022-04-18 18:07:57,21.3469,-158.0858,75.18,61,0,12.66
328,Daru,PG,2022-04-18 18:07:58,-9.0763,143.2092,76.84,90,99,5.28
329,Khromtau,KZ,2022-04-18 18:07:58,50.2503,58.4347,54.07,53,69,5.08
330,Baykit,RU,2022-04-18 18:07:59,61.67,96.37,13.77,91,92,8.14
331,Amapa,BR,2022-04-18 18:08:00,1.0,-52.0,81.1,91,100,2.33
332,Port Augusta,AU,2022-04-18 18:08:00,-32.5,137.7667,58.05,82,82,12.01
333,Rundu,NA,2022-04-18 18:08:01,-17.9333,19.7667,73.76,55,95,4.92
334,Provideniya,RU,2022-04-18 18:08:01,64.3833,-173.3,30.61,93,100,10.54
335,Bonavista,CA,2022-04-18 18:08:02,48.6499,-53.1147,39.31,71,45,23.15
336,Faanui,PF,2022-04-18 18:08:02,-16.4833,-151.75,80.53,75,32,9.51
337,Merrill,US,2022-04-18 18:08:03,45.1805,-89.6835,33.57,82,100,6.91
338,Micheweni,TZ,2022-04-18 18:08:04,-4.9667,39.8333,81.32,80,22,11.77
339,Quzhou,CN,2022-04-18 18:08:04,28.9594,118.8686,52.72,93,63,3.0
340,Muzhi,RU,2022-04-18 18:08:05,65.3667,64.6667,32.11,83,92,12.15
341,Namatanai,PG,2022-04-18 18:08:05,-3.6667,152.4333,80.51,80,100,9.66
342,Chama,CH,2022-04-18 18:08:06,47.1821,8.4636,58.95,69,4,3.22
343,Dudinka,RU,2022-04-18 18:05:13,69.4058,86.1778,19.38,95,100,11.36
344,Vondrozo,MG,2022-04-18 18:08:07,-22.8167,47.2833,68.07,97,82,2.84
345,Djibo,BF,2022-04-18 18:08:08,14.1022,-1.6306,93.88,9,68,7.96
346,Elat,IL,2022-04-18 18:08:08,29.5581,34.9482,87.89,17,97,0.98
347,Lebu,CL,2022-04-18 18:08:09,-37.6167,-73.65,58.93,83,94,6.87
348,Havre,FR,2022-04-18 18:08:09,49.5833,0.3333,52.34,87,20,10.36
349,Santa Isabel,BR,2022-04-18 18:08:10,-23.3156,-46.2214,73.11,65,31,6.69
350,Liwale,TZ,2022-04-18 18:08:10,-9.7667,37.9333,69.58,97,26,4.18
351,Mahajanga,MG,2022-04-18 18:08:11,-15.7167,46.3167,82.38,69,80,1.74
352,Ha Tinh,VN,2022-04-18 18:06:31,18.3333,105.9,65.95,90,100,7.16
353,Tukrah,LY,2022-04-18 18:08:12,32.5341,20.5791,58.98,81,14,19.93
354,Stratonion,GR,2022-04-18 18:08:12,40.5141,23.8247,47.21,81,100,7.9
355,Saint-Joseph,RE,2022-04-18 18:08:13,-21.3667,55.6167,77.38,85,25,8.97
356,Pisco,PE,2022-04-18 18:05:49,-13.7,-76.2167,69.03,73,0,9.22
357,Stornoway,GB,2022-04-18 18:08:14,58.2093,-6.3865,48.16,88,75,32.21
358,El Pedernal,HN,2022-04-18 18:08:14,14.7,-87.1167,89.19,36,69,6.71
359,Nhulunbuy,AU,2022-04-18 18:08:15,-12.2333,136.7667,77.61,94,75,4.61
360,Potsdam,DE,2022-04-18 18:08:15,52.3989,13.0657,58.05,46,50,6.33
361,Palpa,PE,2022-04-18 18:08:16,-14.5336,-75.1856,85.35,35,38,7.9
362,Norman Wells,CA,2022-04-18 18:08:16,65.282,-126.8329,20.25,80,32,5.1
363,Hervey Bay,AU,2022-04-18 18:09:17,-25.2986,152.8535,70.02,90,63,8.01
364,Ostrovnoy,RU,2022-04-18 18:09:18,68.0531,39.5131,36.9,100,100,14.63
365,Svetlogorsk,BY,2022-04-18 18:09:18,52.6333,29.7333,35.38,97,99,5.93
366,Cabo San Lucas,MX,2022-04-18 18:08:43,22.8909,-109.9124,90.7,40,20,4.61
367,Mount Isa,AU,2022-04-18 18:09:19,-20.7333,139.5,62.37,48,0,0.0
368,Wieliczka,PL,2022-04-18 18:09:20,49.9874,20.0647,46.15,55,100,4.36
369,Saint-Denis,FR,2022-04-18 18:09:20,48.9167,2.3333,67.05,36,0,6.91
370,Upernavik,GL,2022-04-18 18:09:21,72.7868,-56.1549,6.06,91,100,3.58
371,Shetpe,KZ,2022-04-18 18:09:21,44.1667,52.1167,64.22,30,28,4.92
372,Nemuro,JP,2022-04-18 18:09:22,43.3236,145.575,36.59,97,100,8.84
373,Kiama,AU,2022-04-18 18:09:23,-34.6833,150.8667,64.58,87,100,3.0
374,Namtsy,RU,2022-04-18 18:09:24,62.7161,129.6658,27.81,97,100,10.02
375,Tilichiki,RU,2022-04-18 18:09:24,60.4667,166.1,7.43,96,83,6.29
376,Kemijarvi,FI,2022-04-18 18:09:25,66.7131,27.4306,40.01,94,90,4.45
377,Adrar,MR,2022-04-18 18:09:25,20.5022,-10.0711,91.72,9,1,10.09
378,Parlakimidi,IN,2022-04-18 18:09:26,18.7667,84.0833,80.64,86,12,1.45
379,Yulara,AU,2022-04-18 18:09:26,-25.2406,130.9889,58.84,67,18,4.61
380,Tual,ID,2022-04-18 18:09:27,-5.6667,132.75,83.48,72,100,2.33
381,Nizwa,OM,2022-04-18 18:09:27,22.9333,57.5333,84.2,17,1,5.06
382,Bobcaygeon,CA,2022-04-18 18:08:21,44.5462,-78.542,48.88,36,74,15.21
383,Masunga,BW,2022-04-18 18:09:28,-20.6246,27.4488,63.03,78,7,13.02
384,Spencer,US,2022-04-18 18:09:29,43.1414,-95.1444,36.59,60,75,23.02
385,Sangar,RU,2022-04-18 18:09:30,63.9242,127.4739,27.3,94,100,15.9
386,Rio Gallegos,AR,2022-04-18 18:09:31,-51.6226,-69.2181,51.85,56,49,20.58
387,Qiyang,CN,2022-04-18 18:09:31,26.5911,111.8474,56.77,89,93,1.48
388,Traverse City,US,2022-04-18 18:09:32,44.7631,-85.6206,39.72,84,100,6.91
389,Luyang,CN,2022-04-18 18:09:32,27.6239,110.0989,57.42,86,99,0.58
390,Jalu,LY,2022-04-18 18:09:33,29.0331,21.5482,71.4,36,0,9.4
391,Yilan,TW,2022-04-18 18:09:33,24.757,121.753,70.36,99,100,4.0
392,Basco,PH,2022-04-18 18:09:34,20.4487,121.9702,76.98,81,57,16.91
393,Alyangula,AU,2022-04-18 18:09:35,-13.8483,136.4192,73.27,100,75,0.0
394,Whitehorse,CA,2022-04-18 18:09:35,60.7161,-135.0538,24.1,72,12,1.3
395,Touros,BR,2022-04-18 18:05:55,-5.1989,-35.4608,85.41,64,96,11.45
396,Nedjo,ET,2022-04-18 18:09:36,9.5046,35.5019,64.4,79,63,2.37
397,Ghanzi,BW,2022-04-18 18:09:37,-21.5667,21.7833,72.59,40,3,7.76
398,Tari,NG,2022-04-18 18:09:37,12.4086,4.4914,96.84,15,41,2.17
399,Tura,IN,2022-04-18 18:09:38,25.5198,90.2201,69.19,84,2,4.5
400,Kirkuk,IQ,2022-04-18 18:09:38,35.4681,44.3922,71.26,29,24,7.0
401,Iqaluit,CA,2022-04-18 18:09:39,63.7506,-68.5145,-2.31,70,48,5.01
402,Oksfjord,NO,2022-04-18 18:09:39,70.2396,22.3479,42.87,98,100,7.58
403,Saint-Francois,FR,2022-04-18 18:09:40,46.4154,3.9054,63.84,34,0,2.3
404,Ust-Ilimsk,RU,2022-04-18 18:07:34,58.0006,102.6619,27.1,76,100,9.46
405,Xiamen,CN,2022-04-18 18:09:41,24.4798,118.0819,63.25,79,100,10.04
406,Puerto Del Rosario,ES,2022-04-18 18:09:41,28.5004,-13.8627,69.55,78,20,18.41
407,Okhotsk,RU,2022-04-18 18:09:42,59.3833,143.3,18.84,97,88,6.53
408,Sovetskiy,RU,2022-04-18 18:09:42,61.3614,63.5842,29.26,92,86,4.99
409,Santa Catalina,PH,2022-04-18 18:10:43,9.3337,122.8637,79.11,83,6,7.43
410,Bud,US,2022-04-18 18:10:44,39.447,-86.1758,42.15,82,100,13.85
411,Montepuez,MZ,2022-04-18 18:10:44,-13.1256,38.9997,69.28,97,79,4.29
412,Abha,SA,2022-04-18 18:10:45,18.2164,42.5053,71.85,25,20,6.91
413,Cabra,ES,2022-04-18 18:10:45,37.4725,-4.4421,69.06,57,55,11.01
414,Dhidhdhoo,MV,2022-04-18 18:10:46,6.8833,73.1,84.7,72,51,6.89
415,Lardos,GR,2022-04-18 18:10:46,36.0942,28.0157,61.95,83,1,6.8
416,Tutoia,BR,2022-04-18 18:10:47,-2.7619,-42.2744,84.0,69,74,7.47
417,Vila Franca Do Campo,PT,2022-04-18 18:10:47,37.7167,-25.4333,61.21,68,76,12.71
418,Ures,MX,2022-04-18 18:10:48,29.4333,-110.4,95.56,5,42,3.02
419,Kloulklubed,PW,2022-04-18 18:10:48,7.0419,134.2556,77.5,78,100,7.52
420,Kamiiso,JP,2022-04-18 18:10:49,41.8167,140.65,39.16,83,58,4.54
421,Fare,PF,2022-04-18 18:10:50,-16.7,-151.0167,80.62,74,2,10.02
422,Cabedelo,BR,2022-04-18 18:10:50,-6.9811,-34.8339,88.47,67,77,9.48
423,Mae Tha,TH,2022-04-18 18:10:51,18.4646,99.1403,79.72,51,57,1.81
424,Aswan,EG,2022-04-18 18:10:52,24.0934,32.907,93.79,7,79,4.36
425,La Ronge,CA,2022-04-18 18:10:52,55.1001,-105.2842,36.0,69,100,7.99
426,Rodrigues Alves,BR,2022-04-18 18:10:53,-7.738,-72.6509,79.5,76,87,6.44
427,Trinidad,BO,2022-04-18 18:10:53,-14.8333,-64.9,84.97,44,5,4.12
428,Calama,CL,2022-04-18 18:10:54,-22.4667,-68.9333,71.01,8,0,15.1
429,Tonk,IN,2022-04-18 18:10:54,26.1667,75.7833,90.63,16,46,9.13
430,Evensk,RU,2022-04-18 18:10:55,61.95,159.2333,22.35,96,100,3.76
431,Gilgit,PK,2022-04-18 18:10:55,35.9221,74.3087,66.9,37,33,1.7
432,Togur,RU,2022-04-18 18:10:56,58.3631,82.8265,26.78,79,6,3.91
433,Xichang,CN,2022-04-18 18:10:56,27.8964,102.2634,45.97,92,99,2.44
434,Santa Maria,BR,2022-04-18 18:10:57,-29.6842,-53.8069,74.88,59,82,1.74
435,Adeje,ES,2022-04-18 18:07:07,28.1227,-16.726,76.91,60,0,31.07
436,Trat,TH,2022-04-18 18:10:58,12.5,102.5,82.9,89,99,1.03
437,Huarmey,PE,2022-04-18 18:10:59,-10.0681,-78.1522,72.45,73,34,11.5
438,Fonte Boa,BR,2022-04-18 18:07:10,-2.4959,-66.2662,81.9,85,94,2.1
439,Denpasar,ID,2022-04-18 18:11:01,-8.65,115.2167,80.26,94,40,5.75
440,Itigi,TZ,2022-04-18 18:11:02,-5.7,34.4833,67.06,73,37,5.39
441,Coahuayana,MX,2022-04-18 18:11:03,18.7333,-103.6833,88.66,47,94,7.29
442,Monrovia,LR,2022-04-18 18:10:55,6.3005,-10.7969,83.97,73,100,8.03
443,Bria,CF,2022-04-18 18:11:04,6.5423,21.9863,73.18,88,100,2.89
444,Gao,ML,2022-04-18 18:11:05,16.6362,1.637,89.82,9,94,7.7
445,Brotas,BR,2022-04-18 18:11:01,-22.2842,-48.1267,76.8,54,10,2.89
446,Florence,IT,2022-04-18 18:10:55,43.7667,11.25,62.28,59,0,6.91
447,Aripuana,BR,2022-04-18 18:11:07,-9.1667,-60.6333,81.79,85,72,3.6
448,Mount Gambier,AU,2022-04-18 18:11:07,-37.8333,140.7667,52.09,81,82,4.59
449,Flinders,AU,2022-04-18 18:11:08,-34.5833,150.8552,64.38,85,100,4.0
450,Ocampo,MX,2022-04-18 18:11:08,21.65,-101.5,79.05,26,3,13.47
451,Komsomolets,KZ,2022-04-18 18:11:09,53.7453,62.0708,51.64,57,83,7.74
452,Ouagadougou,BF,2022-04-18 18:11:09,12.3642,-1.5383,97.66,8,71,3.94
453,Fort Morgan,US,2022-04-18 18:11:10,40.2503,-103.8,48.85,31,0,13.8
454,Havelock,US,2022-04-18 18:11:11,34.8791,-76.9013,66.94,95,100,11.01
455,Etchojoa,MX,2022-04-18 18:11:11,26.9167,-109.6333,94.84,13,43,7.63
456,Moerai,PF,2022-04-18 18:12:12,-22.4333,-151.3333,77.95,74,29,6.71
457,Turtas,RU,2022-04-18 18:12:12,58.9417,69.1325,25.59,88,53,4.36
458,Lashio,MM,2022-04-18 18:12:13,22.9333,97.75,69.44,57,35,1.74
459,Takaka,NZ,2022-04-18 18:12:13,-40.85,172.8,57.56,68,53,3.42
460,Singaparna,ID,2022-04-18 18:12:14,-7.3515,108.111,72.73,95,100,2.73
461,Kochubey,RU,2022-04-18 18:12:15,44.3861,46.5825,56.35,63,56,26.8
462,Babu,CN,2022-04-18 18:12:16,24.4167,111.5167,57.16,92,95,3.47
463,Chalchihuites,MX,2022-04-18 18:12:17,23.4833,-103.8833,81.16,21,60,9.13
464,Vaitape,PF,2022-04-18 18:12:18,-16.5167,-151.75,80.51,75,31,9.37
465,Clearwater,US,2022-04-18 18:11:48,27.9659,-82.8001,85.1,59,0,8.05
466,Ugoofaaru,MV,2022-04-18 18:12:19,5.6667,73.0,84.72,67,84,7.27
467,Southbridge,US,2022-04-18 18:12:20,42.0751,-72.0334,59.86,33,67,5.99
468,Washougal,US,2022-04-18 18:12:21,45.5826,-122.3534,56.84,60,100,18.41
469,Xining,CN,2022-04-18 18:09:25,36.6167,101.7667,39.27,45,100,4.83
470,Takoradi,GH,2022-04-18 18:12:22,4.8845,-1.7554,79.65,81,100,2.48
471,Ust-Nera,RU,2022-04-18 18:12:23,64.5667,143.2,-1.23,96,43,3.15
472,Tautira,PF,2022-04-18 18:12:24,-17.7333,-149.15,80.04,75,14,8.79
473,Boa Vista,BR,2022-04-18 18:12:25,2.8197,-60.6733,93.18,40,75,6.91
474,Eydhafushi,MV,2022-04-18 18:12:25,5.1033,73.0708,84.29,67,51,7.54
475,Caibarien,CU,2022-04-18 18:12:26,22.5206,-79.4669,87.12,67,24,11.05
476,Barcelos,PT,2022-04-18 18:12:27,41.5388,-8.6151,63.91,67,9,17.54
477,Ust-Abakan,RU,2022-04-18 18:12:27,53.8525,91.3742,46.89,53,0,6.71
478,Padang,ID,2022-04-18 18:12:28,-0.9492,100.3543,75.25,88,100,4.65
479,Kidderminster,GB,2022-04-18 18:12:28,52.3882,-2.25,57.02,77,84,8.81
480,Isangel,VU,2022-04-18 18:12:29,-19.55,169.2667,78.19,86,100,6.71
481,Key West,US,2022-04-18 18:10:16,24.5557,-81.7826,87.8,65,20,11.5
482,Ampanihy,MG,2022-04-18 18:12:30,-24.7,44.75,75.02,79,67,7.83
483,Nenjiang,CN,2022-04-18 18:12:30,49.1833,125.2167,42.89,44,53,7.2
484,Zasheyek,RU,2022-04-18 18:12:31,67.4066,32.5499,34.79,100,100,3.2
485,Santarem,BR,2022-04-18 18:12:31,-2.4431,-54.7083,84.33,79,20,5.75
486,Hecun,CN,2022-04-18 18:12:32,36.5333,114.1111,55.4,46,2,4.9
487,Elizabeth City,US,2022-04-18 18:12:33,36.2946,-76.2511,60.82,95,100,20.71
488,Kankon,IN,2022-04-18 18:12:33,15.0167,74.0167,84.0,68,5,2.73
489,De-Kastri,RU,2022-04-18 18:12:22,51.4667,140.7833,23.09,95,15,4.72
490,Lahan,NP,2022-04-18 18:12:34,26.7296,86.4951,81.07,61,0,12.19
491,Coihaique,CL,2022-04-18 18:12:35,-45.5752,-72.0662,59.61,54,40,8.05
492,Awbari,LY,2022-04-18 18:12:35,26.5921,12.7805,73.63,16,0,7.61
493,Shimoda,JP,2022-04-18 18:12:36,34.6667,138.95,54.1,88,100,11.39
494,Kisarawe,TZ,2022-04-18 18:12:06,-6.9,39.0667,73.72,94,20,5.1
495,Moree,AU,2022-04-18 18:12:37,-29.4667,149.85,63.27,72,3,10.89
496,Ouro Preto Do Oeste,BR,2022-04-18 18:12:38,-10.7481,-62.2158,81.95,79,68,6.85
497,Richards Bay,ZA,2022-04-18 18:12:39,-28.783,32.0377,64.9,92,100,6.22
498,Uinskoye,RU,2022-04-18 18:12:39,56.8817,56.5813,36.39,100,100,2.19
499,San Patricio,US,2022-04-18 18:12:40,28.017,-97.5169,88.16,54,52,15.39
500,Fano,IT,2022-04-18 18:12:40,43.8204,13.0121,54.79,47,13,3.67
501,Atbasar,KZ,2022-04-18 18:13:41,51.8,68.3333,46.18,55,63,6.85
502,Mlonggo,ID,2022-04-18 18:13:41,-6.5333,110.7,79.74,80,99,2.75
503,Enid,US,2022-04-18 18:13:42,36.3956,-97.8784,62.98,42,0,17.27
504,Manyana,BW,2022-04-18 18:13:43,-23.4,21.7167,68.58,44,0,8.75
505,Peniche,PT,2022-04-18 18:13:43,39.3558,-9.3811,60.3,72,36,28.43
506,Kandhla,IN,2022-04-18 18:13:44,29.3167,77.2667,86.85,11,0,6.58
507,Mareeba,AU,2022-04-18 18:13:44,-17.0,145.4333,68.72,93,38,2.24
508,Kysyl-Syr,RU,2022-04-18 18:13:45,63.8986,122.7617,22.69,97,99,5.44
509,Banda Aceh,ID,2022-04-18 18:13:45,5.5577,95.3222,80.8,79,91,5.21
510,Pavino,RU,2022-04-18 18:13:46,59.1139,46.1414,30.18,92,97,3.13
511,Hajnowka,PL,2022-04-18 18:13:47,52.7433,23.5812,40.01,78,100,1.01
512,Yamada,JP,2022-04-18 18:13:47,39.4667,141.95,45.77,78,100,7.05
513,Wuwei,CN,2022-04-18 18:13:48,37.9281,102.6414,47.89,46,100,11.27
514,Devonport,AU,2022-04-18 18:13:48,-41.1667,146.35,56.98,97,97,3.02
515,Ponferrada,ES,2022-04-18 18:13:49,42.5466,-6.5962,57.27,68,79,8.99
516,Sobolevo,RU,2022-04-18 18:13:49,54.4299,31.8996,40.12,85,100,13.4
517,Pyaozerskiy,RU,2022-04-18 18:13:50,65.8333,31.1667,36.64,100,90,5.12
518,Gravdal,NO,2022-04-18 18:13:51,68.1214,13.5031,42.69,100,100,3.44
519,Behbahan,IR,2022-04-18 18:13:51,30.5959,50.2417,76.23,13,0,5.3
520,Marquette,US,2022-04-18 18:13:51,46.5333,-87.6335,36.77,88,100,9.19
521,Eirunepe,BR,2022-04-18 18:10:17,-6.6603,-69.8736,73.53,98,100,2.33
522,Taclobo,PH,2022-04-18 18:13:52,12.3074,122.586,80.85,74,17,11.52
523,Mabaruma,GY,2022-04-18 18:13:53,8.2,-59.7833,82.53,65,100,7.38
524,Kahramanmaras,TR,2022-04-18 18:13:54,38.0,37.0,59.85,40,52,8.3
525,Pasni,PK,2022-04-18 18:13:54,25.2631,63.471,79.93,92,0,3.56
526,Kayerkan,RU,2022-04-18 18:13:55,69.3497,87.7602,17.1,94,100,10.78
527,Auce,LV,2022-04-18 18:13:55,56.4598,22.9017,38.88,67,64,7.85
528,Saldanha,ZA,2022-04-18 18:11:15,-33.0117,17.9442,61.52,79,17,10.18
529,Lensk,RU,2022-04-18 18:13:57,60.7253,114.9278,25.43,84,100,14.54
530,Bloemfontein,ZA,2022-04-18 18:13:57,-29.1211,26.214,51.28,76,0,3.44
531,Necochea,AR,2022-04-18 18:13:58,-38.5473,-58.7368,71.01,53,25,12.86
532,Grand Gaube,MU,2022-04-18 18:13:58,-20.0064,57.6608,79.38,87,46,5.01
533,Uravakonda,IN,2022-04-18 18:13:59,14.95,77.2667,86.74,36,95,8.43
534,Tigzirt,DZ,2022-04-18 18:13:59,36.8886,4.1198,62.67,66,85,9.33
