City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Inongo,CD,-1.95,18.2667,78.71,76,100,2.13,overcast clouds
347,Ucluelet,CA,48.9329,-125.5528,44.1,90,99,11.12,overcast clouds
348,Livingston,GB,55.9029,-3.5226,55.13,87,100,12.66,overcast clouds
349,Neryungri,RU,56.6709,124.6491,21.34,84,99,1.95,overcast clouds
350,Ylojarvi,FI,61.5563,23.5961,53.78,50,0,9.22,clear sky
351,Kirkenes,NO,69.7271,30.0458,43.75,70,0,2.3,clear sky
352,Maragogi,BR,-9.0122,-35.2225,78.22,76,51,1.7,broken clouds
353,Bonavista,CA,48.6499,-53.1147,36.41,87,75,17.34,broken clouds
354,Tono,JP,39.3167,141.5333,52.75,92,94,3.38,overcast clouds
355,Aykhal,RU,66.0,111.5,20.16,88,100,7.76,light snow
356,Tuy Hoa,VN,13.0833,109.3,79.66,82,28,7.2,scattered clouds
357,Souillac,MU,-20.5167,57.5167,82.78,78,40,10.36,light rain
358,Prado,BR,-17.3411,-39.2208,71.65,83,7,5.91,clear sky
359,Meulaboh,ID,4.1363,96.1285,84.61,66,83,3.51,broken clouds
360,Tiarei,PF,-17.5333,-149.3333,77.02,78,16,7.16,light rain
361,Yanggu,CN,36.1106,115.7753,82.04,33,35,15.7,scattered clouds
362,Klichka,RU,50.4457,117.996,43.7,18,23,14.54,few clouds
363,Ornskoldsvik,SE,63.2909,18.7153,58.15,47,0,5.75,clear sky
364,Carnot,CF,4.9409,15.8665,81.61,65,99,6.11,overcast clouds
365,Klaksvik,FO,62.2266,-6.589,50.92,91,31,14.67,scattered clouds
366,Nome,US,64.5011,-165.4064,28.47,70,0,4.61,clear sky
367,Pokhara,NP,28.2333,83.9833,81.66,48,62,3.2,broken clouds
368,Djibo,BF,14.1022,-1.6306,95.14,5,85,5.1,overcast clouds
369,Sabha,LY,27.0377,14.4283,88.59,10,86,23.13,overcast clouds
370,Skibbereen,IE,51.55,-9.2667,50.11,75,70,16.93,broken clouds
371,Suntar,RU,62.1444,117.6319,30.92,74,100,5.32,overcast clouds
372,Kiunga,PG,-6.1219,141.2906,76.57,97,98,0.94,overcast clouds
373,Puerto Narino,CO,-3.7703,-70.3831,71.37,99,100,2.1,overcast clouds
374,Tres Barras,BR,-26.1064,-50.3222,51.6,99,50,0.96,scattered clouds
375,Acapulco,MX,16.8634,-99.8901,73.22,83,0,0.0,clear sky
376,Guerrero Negro,MX,27.9769,-114.0611,58.37,87,0,15.08,clear sky
377,Sibolga,ID,1.7427,98.7792,83.52,72,100,2.8,overcast clouds
378,Havoysund,NO,70.9963,24.6622,43.03,91,100,20.58,light rain
379,Vendome,FR,47.8,1.0667,62.89,51,75,10.31,broken clouds
380,Disna,BY,55.568,28.1971,51.75,61,97,14.23,overcast clouds
381,Egvekinot,RU,66.3167,-179.1667,13.06,95,44,6.29,scattered clouds
382,Svetlyy,RU,54.675,20.1347,55.45,63,100,11.63,overcast clouds
383,Canora,CA,51.6333,-102.4343,23.02,97,83,6.26,broken clouds
384,Port-Gentil,GA,-0.7193,8.7815,82.35,76,98,4.88,overcast clouds
385,Tezu,IN,27.9167,96.1667,86.85,48,11,4.41,few clouds
386,Ahipara,NZ,-35.1667,173.1667,65.34,95,18,4.94,few clouds
387,Talcahuano,CL,-36.7167,-73.1167,51.31,68,100,3.13,moderate rain
388,Saint Pete Beach,US,27.7253,-82.7412,69.8,69,0,19.57,clear sky
389,Forestville,US,38.8451,-76.875,49.1,78,20,10.36,few clouds
390,Tahara,JP,34.6667,137.2667,59.04,29,100,16.84,moderate rain
391,Mugur-Aksy,RU,50.35,90.5,40.15,44,98,7.36,overcast clouds
392,Lianyuan,CN,27.6883,111.6642,75.88,63,100,4.34,overcast clouds
393,Solnechnyy,RU,50.7214,136.6319,34.86,98,100,4.76,light snow
394,Hailar,CN,49.2,119.7,48.42,15,11,6.64,few clouds
395,Hirtshals,DK,57.5881,9.9592,50.22,69,29,17.58,scattered clouds
396,Sibiti,CG,-3.6819,13.3499,82.08,68,100,2.42,overcast clouds
397,Kishi,NG,9.0833,3.85,87.15,52,98,3.94,overcast clouds
398,Inhambane,MZ,-23.865,35.3833,75.94,72,100,10.8,overcast clouds
399,Khewra,PK,32.6479,73.0106,98.11,14,85,7.58,overcast clouds
400,Santa Marta,CO,11.2408,-74.199,79.9,82,97,1.01,overcast clouds
401,Japura,ID,-0.3167,102.35,84.88,73,99,0.31,overcast clouds
402,Havre-Saint-Pierre,CA,50.2334,-63.5986,32.0,55,0,16.11,clear sky
403,Shakawe,BW,-18.3667,21.85,76.26,36,0,7.25,clear sky
404,Campo Maior,BR,-4.8278,-42.1686,74.98,92,68,3.42,broken clouds
405,Guarapari,BR,-20.6667,-40.4975,71.89,79,1,6.06,clear sky
406,Saint Anthony,US,45.0205,-93.218,41.25,93,0,12.66,clear sky
407,Chumphon,TH,10.3333,98.8333,83.79,64,98,6.46,overcast clouds
408,Vila Franca Do Campo,PT,37.7167,-25.4333,59.41,79,90,11.52,light rain
409,Guacui,BR,-20.7756,-41.6794,63.05,92,38,1.88,scattered clouds
410,Escanaba,US,45.7453,-87.0646,40.24,96,40,5.75,scattered clouds
411,Tuatapere,NZ,-46.1333,167.6833,51.69,96,95,4.09,moderate rain
412,Pizhma,RU,57.8642,47.1171,47.16,47,6,10.02,clear sky
413,Bilibino,RU,68.0546,166.4372,12.02,94,86,4.05,overcast clouds
414,Solwezi,ZM,-12.1688,26.3894,65.93,89,100,6.17,light rain
415,Yelizavetino,RU,59.4916,29.7938,54.16,52,28,11.39,scattered clouds
416,Havelock,US,34.8791,-76.9013,60.93,87,0,3.44,clear sky
417,Komsomolskiy,UZ,40.4272,71.7189,72.32,49,100,4.61,moderate rain
418,Bonthe,SL,7.5264,-12.505,86.02,65,46,6.22,scattered clouds
419,Marsh Harbour,BS,26.5412,-77.0636,72.81,60,72,18.75,broken clouds
420,Samarai,PG,-10.6167,150.6667,82.99,77,98,13.96,overcast clouds
421,Edd,ER,13.9297,41.6925,96.66,36,7,17.18,clear sky
422,Savonlinna,FI,61.8699,28.88,50.05,50,0,5.75,clear sky
423,Kolobovo,RU,56.702,41.3417,51.76,52,100,13.67,overcast clouds
424,Bayan,CN,46.0833,127.4,56.05,77,100,7.0,light rain
425,Gamba,GA,-2.65,10.0,85.3,70,99,1.5,overcast clouds
426,Galesong,ID,-5.3166,119.3661,80.62,79,87,6.42,overcast clouds
427,Yazd,IR,31.8972,54.3675,89.71,10,40,4.61,scattered clouds
428,Kahului,US,20.8947,-156.47,73.85,78,75,15.99,broken clouds
429,Saskylakh,RU,71.9167,114.0833,13.05,96,100,5.01,overcast clouds
430,Zhezkazgan,KZ,47.8043,67.7144,75.18,19,0,15.66,clear sky
431,Yerbogachen,RU,61.2767,108.0108,29.52,63,100,6.76,overcast clouds
432,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.89,90,0,6.44,clear sky
433,Athens,GR,37.9795,23.7162,72.09,44,0,8.05,clear sky
434,Senanga,ZM,-16.1167,23.2667,78.96,42,30,5.08,scattered clouds
435,Hirara,JP,24.8,125.2833,73.26,100,75,11.5,light rain
436,Bowen,AU,-20.0167,148.2333,75.29,92,100,16.51,light rain
437,Caico,BR,-6.4583,-37.0978,76.95,73,20,11.1,few clouds
438,Karratha,AU,-20.7377,116.8463,86.29,43,1,8.32,light rain
439,Genhe,CN,50.7833,121.5167,41.47,33,82,4.79,broken clouds
440,Rapid Valley,US,44.0625,-103.1463,32.45,68,0,8.05,clear sky
441,Igarka,RU,67.4667,86.5833,21.15,77,87,6.62,overcast clouds
442,Malatya,TR,38.5,38.0,66.25,28,40,5.75,scattered clouds
443,Ntcheu,MW,-14.8203,34.6359,70.88,70,100,4.47,overcast clouds
444,Ust-Kut,RU,56.7938,105.7672,35.83,45,100,0.2,overcast clouds
445,Tura,IN,25.5198,90.2201,85.84,48,39,4.65,scattered clouds
446,Moose Factory,CA,51.2585,-80.6094,32.0,100,100,10.36,snow
447,Broome,US,42.2506,-75.833,44.2,60,0,12.66,clear sky
448,Cassilandia,BR,-19.1133,-51.7342,64.83,63,7,0.87,clear sky
449,Sur,OM,22.5667,59.5289,91.85,39,34,8.1,scattered clouds
450,Kargasok,RU,59.0556,80.8572,32.25,98,100,11.65,snow
451,Dali,CN,25.7,100.1833,67.93,50,53,11.48,broken clouds
452,Trinidad,BO,-14.8333,-64.9,75.18,88,47,0.0,scattered clouds
453,Myitkyina,MM,25.3833,97.4,91.72,33,40,2.42,scattered clouds
454,Soe,ID,-9.8607,124.284,69.1,87,44,4.59,scattered clouds
455,Lakheri,IN,25.6667,76.1667,97.39,17,99,14.45,overcast clouds
456,Gobabis,NA,-22.45,18.9667,70.47,35,4,8.03,clear sky
457,Jumla,NP,29.2747,82.1838,70.11,30,94,6.93,overcast clouds
458,Jagdalpur,IN,19.0667,82.0333,95.52,25,69,9.84,broken clouds
459,Bousso,TD,10.4795,16.7117,98.74,14,100,1.95,overcast clouds
460,Bowral,AU,-34.4667,150.4167,56.34,95,98,4.18,overcast clouds
461,Windhoek,NA,-22.5594,17.0832,72.1,43,3,1.01,clear sky
462,Milkovo,RU,54.7167,158.6167,26.64,95,99,2.08,overcast clouds
463,Ferme-Neuve,CA,46.7001,-75.4493,32.54,83,94,8.55,overcast clouds
464,Ziro,IN,27.6333,93.8333,66.94,74,54,3.76,broken clouds
465,Marondera,ZW,-18.1853,31.5519,62.58,77,99,8.5,overcast clouds
466,Henties Bay,NA,-22.116,14.2845,80.28,43,2,8.14,clear sky
467,Arlit,NE,18.7369,7.3853,98.8,8,20,10.58,few clouds
468,Westport,US,41.1415,-73.3579,45.18,62,0,0.0,clear sky
469,Polunochnoye,RU,60.8697,60.4153,29.25,60,100,9.55,overcast clouds
470,Bella Vista,US,36.4295,-94.2316,68.52,96,100,6.91,overcast clouds
471,Ayutthaya,TH,14.2833,100.5,96.03,61,99,6.6,overcast clouds
472,San Juan De Los Morros,VE,9.9115,-67.3538,72.45,86,85,2.28,overcast clouds
473,Mangochi,MW,-14.4782,35.2645,77.49,70,100,7.34,overcast clouds
474,Ouallam,NE,14.3188,2.0866,99.23,10,63,8.66,broken clouds
475,Palora,EC,-1.7,-77.9333,64.15,97,100,2.28,overcast clouds
476,Salazie,RE,-21.0273,55.539,78.49,81,100,14.97,overcast clouds
477,Oyem,GA,1.5995,11.5793,84.74,53,98,3.11,overcast clouds
478,Chicama,PE,-7.8447,-79.1469,61.34,83,93,5.14,overcast clouds
479,Comodoro Rivadavia,AR,-45.8667,-67.5,57.06,44,0,18.41,clear sky
480,Enshi,CN,30.3,109.4833,75.49,61,28,5.5,scattered clouds
481,Lompoc,US,34.6391,-120.4579,52.59,83,100,5.01,overcast clouds
482,Mayumba,GA,-3.432,10.6554,80.69,82,100,2.15,overcast clouds
483,Lesnoye,RU,58.2841,35.5158,46.13,66,87,11.79,overcast clouds
484,Luderitz,NA,-26.6481,15.1594,83.1,39,7,3.2,clear sky
485,Kenora,CA,49.8167,-94.4337,32.97,100,100,8.01,mist
486,Chinhoyi,ZW,-17.3667,30.2,67.01,77,100,0.63,light rain
487,Bani,DO,18.2833,-70.3333,73.85,81,100,9.19,overcast clouds
488,Wukari,NG,7.85,9.7833,91.71,50,100,10.33,overcast clouds
489,Loandjili,CG,-4.7561,11.8578,81.91,80,98,3.0,overcast clouds
490,Rincon,US,32.296,-81.2354,67.86,94,100,4.61,overcast clouds
491,Teo,ES,42.75,-8.5,52.18,81,75,4.61,light rain
492,Port Lincoln,AU,-34.7333,135.8667,61.05,68,78,10.78,broken clouds
493,Nhamunda,BR,-2.1861,-56.7131,72.59,99,100,0.58,overcast clouds
494,Kibala,TD,9.1104,18.3463,98.37,25,89,8.48,overcast clouds
495,Antofagasta,CL,-23.65,-70.4,60.08,86,55,2.42,broken clouds
496,Haines Junction,CA,60.7522,-137.5108,19.35,79,100,1.14,overcast clouds
497,Nicoya,CR,10.1483,-85.452,74.79,85,2,1.14,clear sky
498,Migori,KE,-1.0634,34.4731,74.7,74,64,5.48,moderate rain
499,Sao Benedito Do Rio Preto,BR,-3.3336,-43.5283,74.48,97,86,1.88,overcast clouds
500,Sungaipenuh,ID,-2.0833,101.3833,73.62,81,91,2.95,overcast clouds
501,Grand Gaube,MU,-20.0064,57.6608,82.8,83,98,7.0,light rain
502,Tenenkou,ML,14.4572,-4.9169,98.94,6,58,10.42,broken clouds
503,Pauini,BR,-7.7136,-66.9764,70.32,95,99,2.19,moderate rain
504,Pacasmayo,PE,-7.4006,-79.5714,67.03,85,97,10.09,overcast clouds
505,Wuwei,CN,37.9281,102.6414,64.04,13,100,7.36,overcast clouds
506,Tibiri,NE,13.5627,7.0485,97.14,32,0,4.61,clear sky
507,Krasnokamensk,RU,50.0979,118.0369,45.9,15,11,14.38,few clouds
508,Zhigalovo,RU,54.8097,105.1578,38.79,63,100,7.18,overcast clouds
509,Nekrasovskaya,RU,45.1447,39.7487,61.47,59,78,13.65,broken clouds
510,Omsukchan,RU,62.5333,155.8,2.07,99,38,3.65,scattered clouds
511,Khromtau,KZ,50.2503,58.4347,69.28,29,100,10.25,overcast clouds
512,Zemio,CF,5.0314,25.1361,88.38,49,100,6.62,overcast clouds
513,Alice Springs,AU,-23.7,133.8833,69.22,32,8,8.05,clear sky
514,Izumo,JP,35.3667,132.7667,58.95,94,75,3.44,light rain
515,Bengkulu,ID,-3.8004,102.2655,82.11,78,89,6.04,overcast clouds
516,Russell,US,32.3502,-85.1999,60.08,92,40,3.44,scattered clouds
517,Chulman,RU,56.8479,124.9104,22.44,87,98,1.92,overcast clouds
518,Ugoofaaru,MV,5.6667,73.0,83.25,75,99,3.47,overcast clouds
519,Mogadishu,SO,2.0371,45.3438,85.66,63,50,10.09,scattered clouds
520,Xinzhou,CN,38.4092,112.7333,69.03,15,100,15.35,overcast clouds
521,Chuy,UY,-33.6971,-53.4616,60.35,95,91,6.17,moderate rain
522,Muhos,FI,64.808,25.9931,58.78,90,100,4.63,overcast clouds
523,The Valley,AI,18.217,-63.0578,77.09,70,32,20.58,scattered clouds
524,Ambalavao,MG,-21.8333,46.9333,76.95,53,9,8.3,clear sky
525,Nuuk,GL,64.1835,-51.7216,34.41,93,100,39.12,light snow
526,Rio Grande,BR,-32.035,-52.0986,57.94,89,6,7.47,clear sky
527,Avdiyivka,UA,48.1399,37.7426,54.32,41,97,7.9,overcast clouds
528,Sabang,ID,5.8933,95.3214,84.72,67,64,6.89,broken clouds
529,Asekeyevo,RU,53.5742,52.7972,57.74,46,96,12.12,overcast clouds
530,Port Pirie,AU,-33.1833,138.0167,64.49,56,21,9.57,few clouds
531,Bhuj,IN,23.2667,69.6667,103.14,12,3,16.2,clear sky
532,Zhigansk,RU,66.7697,123.3711,24.21,82,62,3.42,broken clouds
533,Kanigoro,ID,-8.13,112.219,76.75,93,92,3.4,moderate rain
534,Bogorodskoye,RU,56.55,37.8833,48.85,61,100,16.06,overcast clouds
535,Tiverton,GB,50.9,-3.4833,60.4,58,0,4.61,clear sky
536,Sakyla,FI,61.0333,22.3333,54.77,57,5,8.93,clear sky
537,Sibu,MY,2.3,111.8167,80.91,83,40,6.91,scattered clouds
538,Polovinnoye,RU,54.7914,65.9864,40.89,89,98,15.14,light rain
539,Mackay,AU,-21.15,149.2,69.67,87,100,21.52,light rain
540,Cetraro,IT,39.5166,15.9416,70.47,47,99,7.87,overcast clouds
541,Santa Barbara,US,34.7333,-120.0343,48.6,92,0,4.61,clear sky
542,Mumford,GH,5.2618,-0.759,82.53,73,100,7.94,overcast clouds
543,La Seyne-Sur-Mer,FR,43.0982,5.8847,63.54,74,99,5.99,overcast clouds
544,Boa Vista,BR,2.8197,-60.6733,73.38,94,100,4.61,thunderstorm with rain
545,Narasannapeta,IN,18.4167,84.05,88.75,61,4,15.95,clear sky
546,Holbeach,GB,52.804,0.0144,61.0,68,0,23.02,clear sky
547,Ambatolampy,MG,-19.3833,47.4167,67.55,74,95,8.95,overcast clouds
548,Araouane,ML,18.9048,-3.5265,93.51,11,0,10.89,clear sky
549,Listvyanskiy,RU,54.4399,83.4984,40.57,95,100,2.44,overcast clouds
550,Pachmarhi,IN,22.4667,78.4333,97.29,10,89,7.81,overcast clouds
551,Gewane,ET,10.1664,40.6453,98.78,18,87,6.44,overcast clouds
552,Manokwari,ID,-0.8667,134.0833,81.3,78,85,0.31,overcast clouds
553,Kirovskiy,RU,45.0917,133.5136,67.03,29,2,11.65,clear sky
554,Ambikapur,IN,23.1167,83.2,103.42,11,63,6.58,broken clouds
555,Guilin,CN,25.2819,110.2864,75.31,71,100,3.53,overcast clouds
556,Leshukonskoye,RU,64.8989,45.7622,34.59,66,89,0.83,overcast clouds
557,Benguela,AO,-12.5763,13.4055,83.48,70,99,5.03,overcast clouds
558,San Vicente,AR,-26.6167,-54.1333,57.27,98,53,1.77,broken clouds
559,Lianran,CN,24.9227,102.485,63.14,47,90,10.71,overcast clouds
560,Aranos,NA,-24.1333,19.1167,73.33,33,7,10.47,clear sky
561,Yarada,IN,17.65,83.2667,91.72,58,20,12.66,few clouds
562,El Jicaro,GT,14.9167,-89.9,71.44,79,4,1.45,clear sky
563,Toora-Khem,RU,52.4675,96.11,45.09,46,100,0.31,overcast clouds
564,Port Keats,AU,-14.25,129.55,83.23,68,40,6.06,scattered clouds
565,Hobyo,SO,5.3505,48.5268,86.83,62,100,10.89,overcast clouds
566,Shimoda,JP,34.6667,138.95,56.1,93,100,4.5,moderate rain
567,Maniitsoq,GL,65.4167,-52.9,30.78,96,100,33.87,snow
568,Lebedinyy,RU,58.5167,125.5167,22.89,82,100,4.05,light snow
569,Fort-Shevchenko,KZ,44.5086,50.263,57.13,72,58,13.94,broken clouds
570,Gejiu,CN,23.306,103.1635,62.26,64,76,7.49,broken clouds
571,Honningsvag,NO,70.9821,25.9704,42.55,75,100,16.11,overcast clouds
572,Adrar,MR,20.5022,-10.0711,78.1,17,1,12.17,clear sky
573,Uray,RU,60.1247,64.7758,22.6,69,99,13.42,overcast clouds
574,Ende,ID,-8.8432,121.6623,79.99,86,48,4.72,scattered clouds
575,Paciran,ID,-6.8767,112.3761,82.67,74,29,3.58,scattered clouds
576,Feira,PT,40.9254,-8.5428,54.57,63,74,5.77,broken clouds
577,Aldan,RU,58.6031,125.3894,24.39,82,100,3.18,light snow
578,Bonneville,FR,46.0802,6.4073,61.61,65,100,3.98,overcast clouds
579,Te Anau,NZ,-45.4167,167.7167,51.51,92,50,2.06,light rain
580,Tomatlan,MX,19.9333,-105.25,66.43,92,0,2.53,clear sky
581,Nizhniy Kuranakh,RU,58.8353,125.4869,28.36,79,100,2.21,light snow
582,Zhangye,CN,38.9342,100.4517,66.58,12,100,13.27,overcast clouds
583,Seymchan,RU,62.8833,152.4333,10.83,94,44,2.77,scattered clouds
584,Tocopilla,CL,-22.092,-70.1979,63.68,82,31,4.27,scattered clouds
585,Cobija,BO,-11.0267,-68.7692,71.33,98,100,2.1,overcast clouds
586,Bagula,IN,23.3167,88.65,91.9,48,51,13.24,broken clouds
587,Moree,AU,-29.4667,149.85,62.62,51,1,6.91,clear sky
588,Buala,SB,-8.145,159.5921,80.83,84,72,6.6,light rain
589,Diffa,NE,13.3154,12.6113,100.47,9,98,9.42,overcast clouds
590,Poronaysk,RU,49.2167,143.1167,34.93,95,78,5.57,broken clouds
591,Lakes Entrance,AU,-37.8811,147.981,53.17,62,81,3.56,broken clouds
592,San Jose,US,37.3394,-121.895,56.39,90,100,11.5,light rain
593,Axim,GH,4.8699,-2.2405,84.4,74,100,5.61,light rain
594,Cap Malheureux,MU,-19.9842,57.6142,81.46,83,98,7.0,light rain
595,Codrington,AU,-38.2667,141.9667,56.1,57,100,8.34,overcast clouds
596,Pictou,CA,45.6834,-62.7153,36.84,81,7,16.11,clear sky
597,Popondetta,PG,-8.7537,148.2534,74.44,96,96,2.86,overcast clouds
598,Constitucion,CL,-35.3333,-72.4167,51.44,65,99,5.68,overcast clouds
599,Daman,IN,20.4167,72.85,93.0,40,70,9.1,broken clouds
600,Sakakah,SA,29.9697,40.2064,85.57,16,15,5.93,few clouds
601,Songea,TZ,-10.6833,35.65,74.44,66,99,5.08,overcast clouds
602,Oriximina,BR,-1.7656,-55.8661,73.56,97,100,1.97,overcast clouds
603,Kapit,MY,2.0167,112.9333,80.1,87,98,1.77,overcast clouds
604,Nemuro,JP,43.3236,145.575,42.96,85,1,20.04,clear sky
605,Svetlogorsk,BY,52.6333,29.7333,47.55,78,100,10.02,overcast clouds
606,Ternate,ID,0.8,127.4,81.37,82,77,10.0,broken clouds
607,Aripuana,BR,-9.1667,-60.6333,71.24,99,100,0.98,overcast clouds
608,Helong,CN,42.5397,128.9972,63.23,37,96,8.9,overcast clouds
609,Xingcheng,CN,40.6167,120.7167,57.56,63,64,12.91,broken clouds
610,Deputatskiy,RU,69.3,139.9,12.78,96,95,1.7,overcast clouds
611,Kaeo,NZ,-35.1,173.7833,68.32,96,70,7.14,broken clouds
612,Sumkino,RU,58.1108,68.3244,28.63,81,100,16.73,light snow
613,Borda Da Mata,BR,-22.2742,-46.1653,57.13,91,0,2.55,clear sky
614,Teahupoo,PF,-17.8333,-149.2667,71.56,82,45,11.23,light rain
615,Sao Joaquim,BR,-28.2939,-49.9317,45.21,94,2,2.68,clear sky
616,Severo-Kurilsk,RU,50.6789,156.125,34.99,91,58,10.8,broken clouds
617,Chardara,KZ,41.2547,67.9692,72.32,44,43,2.75,scattered clouds
618,Namibe,AO,-15.1961,12.1522,83.73,58,81,6.82,broken clouds
619,Tharad,IN,24.3961,71.6267,103.35,12,0,10.02,clear sky
620,Vardo,NO,70.3705,31.1107,44.58,76,0,8.05,clear sky
621,Gillette,US,44.2911,-105.5022,29.95,66,0,5.75,clear sky
622,Chumikan,RU,54.7183,135.315,29.64,95,100,9.84,overcast clouds
623,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,28.99,100,100,0.0,light shower snow
624,Cabra,ES,37.4725,-4.4421,52.81,56,4,6.8,clear sky
625,La Asuncion,VE,11.0333,-63.8628,75.67,87,38,11.81,scattered clouds
626,Sredniy Ikorets,RU,51.0675,39.7584,54.1,48,50,6.42,scattered clouds
627,Lenggries,DE,47.6833,11.5667,59.14,47,74,5.5,broken clouds
628,Nurota,UZ,40.5614,65.6886,72.54,35,84,4.09,broken clouds
629,Sioux Lookout,CA,50.1001,-91.917,33.87,100,100,4.61,light intensity drizzle
630,Serov,RU,59.6033,60.5787,29.41,63,100,7.23,overcast clouds
631,Redmond,US,47.674,-122.1215,46.02,86,75,1.01,broken clouds
632,Sao Felix Do Xingu,BR,-6.6447,-51.995,71.13,100,100,0.69,overcast clouds
633,Altamirano,MX,16.8833,-92.15,53.26,92,0,3.15,clear sky
634,Coahuayana,MX,18.7333,-103.6833,69.73,48,0,2.73,clear sky
635,Amahai,ID,-3.3333,128.9167,81.52,80,100,3.69,overcast clouds
636,Pacific Grove,US,36.6177,-121.9166,56.88,91,83,18.01,moderate rain
637,Konispol,AL,39.6589,20.1814,63.01,52,99,6.04,overcast clouds
638,Sergeyevka,KZ,53.88,67.4158,50.67,55,91,16.26,overcast clouds
639,Verkhoyansk,RU,67.5447,133.385,28.9,97,100,2.06,light snow
640,Abu Road,IN,24.4833,72.7833,102.65,11,7,14.29,clear sky
641,Along,IN,28.1667,94.7667,85.51,50,52,4.97,moderate rain
642,Wilkes-Barre,US,41.2459,-75.8813,47.82,66,0,4.61,clear sky
643,Palmer,US,42.1584,-72.3287,36.77,88,0,0.0,clear sky
644,Zhenlai,CN,45.8495,123.2973,42.12,84,100,19.22,moderate rain
645,Silver City,US,32.7701,-108.2803,53.31,22,0,12.66,clear sky
646,Lata,PT,40.1629,-8.3327,59.07,58,79,4.68,broken clouds
647,Baykalsk,RU,51.5058,104.1469,36.99,77,91,1.36,overcast clouds
648,Pathanamthitta,IN,9.2667,76.7833,89.22,64,78,7.7,broken clouds
649,Zima,RU,53.9202,102.0442,45.12,38,100,5.1,overcast clouds
650,Paraopeba,BR,-19.2757,-44.4033,64.45,75,0,1.99,clear sky
651,Jerecuaro,MX,20.15,-100.5167,60.06,43,5,4.85,clear sky
652,Santiago Del Estero,AR,-27.7951,-64.2615,63.28,97,23,8.41,few clouds
653,Jijiga,ET,9.35,42.8,82.15,26,91,1.72,overcast clouds
654,Hokitika,NZ,-42.7167,170.9667,62.1,94,71,11.01,broken clouds
655,Haiger,DE,50.75,8.2167,57.61,52,20,11.01,few clouds
656,Qinzhou,CN,21.95,108.6167,75.67,81,100,7.56,overcast clouds
657,Wajima,JP,37.4,136.9,61.48,82,100,4.61,light intensity shower rain
658,Poum,NC,-20.2333,164.0167,77.4,70,35,16.93,scattered clouds
659,Am Timan,TD,11.0297,20.2827,96.98,28,93,6.64,overcast clouds
660,Divnomorskoye,RU,44.5011,38.1353,52.07,73,94,6.64,light rain
661,Vila Do Maio,CV,15.1333,-23.2167,75.99,83,54,15.26,broken clouds
662,Sarangani,PH,5.4033,125.4636,83.16,80,100,20.58,overcast clouds
663,Port Blair,IN,11.6667,92.75,89.64,66,20,6.91,few clouds
664,North Branch,US,45.5113,-92.9802,40.98,98,55,4.0,broken clouds
665,Santa Maria Del Oro,MX,25.9333,-105.3667,61.56,33,18,3.56,few clouds
666,Ranot,TH,7.7777,100.3213,84.78,73,98,8.46,overcast clouds
667,Biak,ID,-0.9131,122.8766,79.68,82,99,2.66,overcast clouds
668,Moa,CU,20.6569,-74.9403,75.54,88,64,10.13,broken clouds
669,Mangan,IN,27.5167,88.5333,75.29,80,56,4.88,broken clouds
670,Marion,US,39.7684,-86.1555,54.03,93,100,13.8,mist
671,Bentiu,SS,9.2333,29.8333,98.13,32,93,5.99,overcast clouds
672,Buta,CD,2.7858,24.73,91.44,46,88,2.8,overcast clouds
673,Sedro-Woolley,US,48.5039,-122.2361,46.18,81,0,6.91,clear sky
